Simulated,Obsereved
1128.16496,1575.891179
1114.92704,1553.404325
1051.6792,1531.39968
1029.616,1510.020382
867.8192,1489.192668
834.35668,1468.790693
808.984,1448.865954
790.23028,1429.520034
772.212,1410.80514
762.65128,1392.694874
735.44,1374.977669
827.37,1357.657784
691.68132,1341.06009
667.04408,1325.154635
575.84952,1309.687345
564.4502,1294.515324
555.99264,1279.539124
661.896,1264.702745
538.7098,1250.071183
643.51,1235.7871
625.124,1221.856891
521.05924,1208.188328
573.6432,1194.682317
573.6432,1181.292801
573.6432,1168.04228
501.9378,1155.002851
486.49356,1142.318003
470.6816,1156.527262
454.50192,1161.925926
446.7798,1124.240057
434.27732,1095.974503
514.808,1084.843667
421.77484,1073.947245
412.94956,1063.274585
463.3272,1052.73926
463.3272,1042.262538
448.6184,1031.887159
448.6184,1021.687947
448.6184,1481.60364
390.15092,1748.913252
496.422,1270.675372
382.4288,985.6539987
374.70668,976.7097983
360.18174,967.7522203
354.187904,958.8338297
463.3272,949.980317
431.70328,941.3005446
419.2008,1229.138575
409.27236,1339.765595
393.4604,1035.98079
463.3272,909.7895756
463.3272,901.8975237
463.3272,893.9031206
371.02948,885.9069436
448.6184,877.9108819
339.77328,869.9004376
329.47712,861.9043183
441.264,853.9229392
426.5552,845.9804515
426.5552,838.1214315
310.7234,830.3533336
311.679472,822.6787082
302.229068,815.154675
235.3408,807.8086465
275.79,2668.041031
345.803888,4575.660426
397.1376,3592.810077
367.72,1673.867331
305.281144,1527.002848
295.793968,1782.904351
286.380336,1028.914697
274.907472,770.1080377
266.486684,1100.905638
264.7584,1254.644538
257.404,912.4120722
240.047616,738.6428287
291.05038,732.7161967
296.345548,726.8302318
257.404,720.8881505
288.10862,714.8845063
257.404,708.9520723
284.357876,703.1366106
226.1478,697.3244064
220.632,691.4138156
277.481512,685.3850727
209.6004,679.3022235
209.6004,673.2225701
187.5372,667.1867819
266.486684,661.2326239
240.378564,655.3493823
183.86,649.5293641
232.288724,643.7774178
204.562636,638.0880434
198.38494,632.4273211
143.4108,626.772516
194.965144,621.1787435
226.037484,615.6982705
217.727012,610.2890118
210.997736,604.9237354
132.3792,599.6405024
204.746496,594.4959081
132.3792,589.4947453
194.670968,584.4847615
121.3476,579.2221302
186.80176,573.7129475
110.316,568.1603765
110.316,562.7265494
178.859008,557.5289153
106.6388,552.4747128
157.788652,547.3837501
138.703984,542.3036783
120.759248,537.3295091
118.001348,532.4524791
113.000356,527.7076343
88.2528,523.1383631
88.2528,518.7543169
102.888056,514.6103706
88.2528,510.7184779
97.960608,507.0099151
93.290564,503.4652069
91.599052,500.0607938
87.370272,496.7004227
77.2212,493.4018507
89.650136,490.2801554
88.363116,487.3723074
87.958624,484.6855248
73.544,482.0735655
82.36928,479.3876728
80.677768,476.6928974
69.8668,474.0496839
69.8668,471.457792
69.8668,469.2250422
90.164944,1430.981462
87.443816,2430.622967
86.04648,1789.090082
66.1896,841.6041597
62.5124,520.1213867
80.53068,458.9304369
58.8352,448.6321312
78.287588,516.2869154
76.522532,557.387911
58.8352,483.7087637
58.8352,436.6718422
58.8352,433.8757246
70.60224,431.321749
58.8352,428.9044852
56.9966,426.5880333
68.285604,424.3171011
66.263144,422.0853583
63.725876,419.891323
56.9966,417.7493781
62.32854,415.6571896
61.298924,413.557334
59.828044,411.4706495
57.842356,409.444199
57.033372,407.4614924
54.753508,629.6927088
55.158,1500.080565
48.7229,1508.897317
46.222404,898.4442739
40.155024,836.2034837
39.198952,622.1123803
36.772,1538.892338
35.632068,2155.561069
33.0948,1287.675715
29.4176,745.1579251
29.4176,515.3816327
29.4176,383.2508833
33.315432,381.2817629
32.800624,379.5052048
28.68216,377.8456488
25.7404,376.2521843
31.550376,374.7185388
25.7404,373.2655166
25.7404,379.2681855
24.26952,382.72481
24.26952,857.8923189
30.667848,1155.168718
24.26952,883.4562925
27.431912,697.2502922
34.38182,482.7603867
36.882316,363.3298447
37.617756,362.1740758
28.68216,361.0349103
36.624912,359.9119349
25.7404,358.8007978
35.48498,357.7062958
47.8036,473.2484984
48.024232,939.7002434
49.237708,1077.912895
46.810756,683.3069411
47.8036,456.2356039
47.8036,381.4333323
44.530892,350.7844343
